         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2013-07-16T12:00:00    43     2           15.5         1308.0       4639.07862              0.0              0.0              0.0              0.0       1090.53535              0.0       1877.98449        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   4.9185473E-9  9.4889143E-11
2013-08-01T00:00:00    44     1           15.5         1323.5       4991.27217              0.0              0.0              0.0              0.0       1283.96626              0.0       2036.74714        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   3.0904630E-9  5.5828261E-11
2013-08-16T12:00:00    44     2           15.5         1339.0       4974.60913              0.0              0.0              0.0              0.0       1278.25152              0.0       2025.79883        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   3.9781298E-9  7.2080661E-11
2013-09-01T00:00:00    45     1           15.0         1354.0       5170.71313              0.0              0.0              0.0              0.0       1349.88094              0.0       2079.94981        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.2673491E-9  7.4662156E-11
2013-09-16T00:00:00    45     2           15.0         1369.0       5154.03406              0.0              0.0              0.0              0.0       1344.12113              0.0       2069.03056        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.7380232E-9  6.5592405E-11
2013-10-01T00:00:00    46     1           15.5         1384.5       4995.21736        0.0488179              0.0              0.0              0.0       1261.20489              0.0       1993.08127        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.3228283E-9  7.8028698E-11
2013-10-16T12:00:00    46     2           15.5         1400.0       4978.70265              0.0              0.0              0.0              0.0       1255.60493              0.0       1982.21534        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.0463419E-9  7.3256388E-11
2013-11-01T00:00:00    47     1           15.0         1415.0       4595.44109        0.1390575              0.0              0.0              0.0       1051.78845              0.0       1802.63121        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.3964974E-9  8.5530426E-11
2013-11-16T00:00:00    47     2           15.0         1430.0       4580.93996              0.0              0.0              0.0              0.0       1047.10110              0.0       1792.95649        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.6111381E-9  8.9959878E-11
2013-12-01T00:00:00    48     1           15.5         1445.5       4013.02639        0.2115902              0.0              0.0              0.0        781.69062              0.0       1558.27636        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.4715413E-9  7.5045864E-11
